Code,Code (terminaison),DES,Début du nom,Objet,Date de reconnaissance,Dernière modif statuts,Catégorie,Adresse,Adresse.Adr1,Adresse.Adr2,Code Postal,Ville
75.000.0393,0393,SOCIETE FRANCAISE DU CANCER,,Étudier le cancer et chercher les moyens de le combattre.,12/07/1918,17/09/1984,17000 santé,SIEGE,"1, avenue Claude Vellefaux",Hôpital Saint-Louis,75010,PARIS
75.000.0394,0394,LA SAUVEGARDE DE L'ART FRANCAIS,,"Protéger les richesses d'art de la France contre le démembrement, le délabrement ou la vente à l'étranger.",22/11/1925,18/03/1987,06000 culture,SIEGE,22 rue de Douai,,75009,PARIS
57.000.0395,0395,SAINTE VERONIQUE,ASSOCIATION,Action charitable envers les malades et les personnes âgées.,29/12/1890,10/29/1999,18000 services medico-sociaux,SIEGE,66 rue Général Rampont,,57560,ABRESCHVILLER
27.000.0396,0396,AMIS DU BEC-HELLOUIN,LES,"Restaurer et mettre en valeur les immeubles de l'abbaye, propriété d’État",16/05/1974,,10000 préservation patrimoine,SIEGE,Abbaye du Bec-Hellouin,,27800,BRIONNE
75.000.0399,0399,SOCIETE ZOOLOGIQUE DE FRANCE,,Entreprendre et favoriser les études zoologiques.,16/12/1896,31/03/1981,08 Culture et sciences,SIEGE,"195, rue Saint-Jacques",,75008,PARIS
75.000.0400,0400,FLOTTE,LA,"Venir en aide aux marins, anciens marins et inscrits maritimes.",29/12/1926,20/01/1950,14000 amicales groupts affinit,SIEGE,"74, boulevard de Latour-Maubourg","(Correspondance : Bureau des inspecteurs Chabry & Ducros, SN3 Marine Marchande - 3, place de Fontenoy 75700 paris)",75007,PARIS 07
75.000.0401,0401,HENRI CAPITANT DES AMIS DE LA CULTURE JURIDIQUE FRANCAISE,ASSOCIATION,Étude de questions de droit  et mise en relief des méthodes juridiques françaises.,12/07/1939,13/06/2003,08 Culture et sciences,SIEGE,"12, place du Panthéon",,75015,PARIS
92.000.0403,0403,NOTRE-DAME,ASSOCIATION,"Accueillir et donner des soins médicaux, l'éducation morale et une formation pédagogique et professionnelle adaptée aux handicapés.",30/06/1855,14/04/2010,18000 services medico-sociaux,SIEGE,,,92200,NEUILLY-SUR-SEINE
71.000.0404,0404,ŒUVRES LAIQUES DE SAONE-ET-LOIRE,FEDERATION DES,"Favoriser la propagation de l'instruction laïque, de l'éducation populaire, et la création du patronage scolaire et post-scolaire. Provoquer et  coordonner toutes les initiatives individuelles ou collectives pour la propagation de l'instruction laïque.",16/07/1956,09/06/1993,15000 éducation formation,SIEGE,"63, rue de Strasbourg",,71017,MACON CEDEX
84.000.0405,0405,LYCEE D'AVIGNON,ASSOCIATION AMICALE DES A.E. DU,dossier de dissolution en attente de régularisation.,29/06/1889,,15000 éducation formation,SIEGE,"8, rue de la République",,83054,AVIGNON
95.000.0406,0406,AMIS DES OUVRIERES ET DES ISOLEES (AOI),LES,"S'occuper des travailleuses et des femmes isolées en créant, développant, administrant des foyers, maisons de vacances, de retraite et de façon générale, toutes œuvres ou services qui pourraient leur être utiles.",16/05/1929,24/02/2014,19000 interventions sociales,SIEGE,,,95150,TAVERNY
75.000.0407,0407,SOCIETE SAINT-VINCENT DE PAUL,,"Créer et coordonner des œuvres d'assistance dans le département de la Seine, notamment par les services coopératifs et le placement gratuit des travailleurs.",01/05/1927,05/10/2010,19000 interventions sociales,SIEGE,"120, avenue du général Leclerc",,75014,PARIS
75.000.0408,0408,SOCIETE BOTANIQUE DE FRANCE,,Favoriser les progrès de la botanique et des sciences qui s'y rattachent.,17/08/1875,26/03/1999,16000 recherche,SIEGE,"4, avenue de l'Observatoire",,75014,PARIS
21.000.0409,0409,ETUDIANTS DE L'UNIVERSITE DE DIJON,ASSOCIATION GENERALE DES,Etablir des liens étroits et une communication constante entre les étudiants et les professeurs.,20/12/1922,26/12/1960,15000 éducation formation,SIEGE,"3, rue du Docteur Maret",,21000,DIJON
34.000.0410,0410,PROPAGANDE POUR LE VIN,ASSOCIATION DE,Développer par la propagande la consommation du vin.,05/07/1930,,23000 intérêts économiques,SIEGE,"173, avenue maréchal Foch",,34500,BEZIERS
81.000.0411,0411,REFUGE PROTESTANT DE CASTRES,ASSOCIATION,Administrer le refuge protestant de vieillards et d'infirmes situé dans la ville de CASTRES.,26/12/1905,29/09/1969,21000 serv familiaux p âgées,SIEGE,"44, avenue de Lautrec",,81260,CASTRES
75.000.0412,0412,ECOLE NATIONALE SUPERIEURE AGRONOMIQUE D'ALGER,ASSOCIATION AMICALE DES A.E. DE L',Entretenir des relations amicales entre les anciens élèves de l'école.,14/09/1953,25/01/1967,15000 éducation formation,SIEGE,La maison des ingénieurs de l'agro,"5, quai Voltaire",75007,PARIS
75.000.0413,0413,ASSOCIATIONS CHRETIENNES D'ETUDIANTS,FEDERATION  FRANCAISE DES,"Réunir les associations chrétiennes d'étudiants et travailler à l'amélioration des conditions spirituelles, morales et sociales de vie des élèves de l'enseignement public et privé.",22/10/1929,09/02/1968,15000 éducation formation,SIEGE,"4, rue de l'Oratoire",,75001,PARIS
92.000.0414,0414,RESIDENCE SOCIALE (LA),ASSOCIATION,"Favoriser l'éducation, l'assistance et l'hygiène sociale.",15/06/1922,15/06/2001,19000 interventions sociales,SIEGE,"3, avenue de l'Europe",,92300,LEVALLOIS-PERRET
33.000.0415,0415,MAISON PROTESTANTE DE RETRAITE,,"Accueillir gratuitement les vieillards de deux sexes remplissant les conditions établies sous l'article 2. Il peut même moyennant rétribution recevoir les vieillards en position de la payer, le montant de cette rétribution est fixé par le Conseil d'administration",05/08/1883,16/01/1981,21000 serv familiaux p âgées,SIEGE,"12, rue Lagrande","55, rue Sainte Elisabeth",33000,BORDEAUX
59.000.0416,0416,SOCIETE DES SAUVETEURS DU NORD ET DU PAS-DE-CALAIS,,Venir en aide à ses membres titulaires ainsi qu'à leurs veuves et leurs orphelins dans le besoin en leur accordant les secours prévus au règlement intérieur ; allouer dans les mêmes conditions des secours aux veuves.,30/12/1896,,36000 sécurité,SIEGE,"116, rue de l'Hôpital Militaire",,59000,LILLE
06.000.0417,0417,ŒUVRE DES CRECHES DE NICE,,Accueillir pendant la journée des enfants âgés de un mois à trois ans.,13/03/1919,26/08/1953,21000 serv familiaux p âgées,SIEGE,"6, rue Assalit",,06300,NICE
42.000.0418,0418,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DU FOREZ - LA DIANA,,"Etude, recherche et conservation des documents, monuments et objets d'art historiques du Forez. Le maintien de la RUP pourrait être conditionné à une plus grande transparence comptable.",13/02/1869,16/04/1932,08 Culture et sciences,SIEGE, 7 rue Florimond Robertet,,42600,MONTBRISON
75.000.0419,0419,ACADEMIE D'AGRICULTURE DE FRANCE,,"Elle a pour mission, d'étudier toutes les questions se rattachant à la législation et à l'économie rurales.",23/08/1878,,23000 intérêts économiques,SIEGE,"18, rue de Bellechasse",,75009,PARIS
75.000.0420,0420,RESIDENCE RETRAITE DU CINEMA ET DU SPECTACLE,,Hospitalisation des membres de la mutuelle du cinéma et création de colonies de vacances au profit de leurs enfants.,14/03/1930,03/11/1995,17000 santé,SIEGE,"7, rue Henri Rochefort",,75009,PARIS
54.000.0421,0421,DAMES DE CHARITE,ASSOCIATION DES,"Secourir à domicile  les indigents; faire soigner les malades, les vieillards et les orphelins; procurer du travail aux femmes et jeunes filles.",07/07/1858,02/06/1916,17000 santé,SIEGE,,,54120,BACCARAT
75.000.0422,0422,UNIVERSITAIRE D'ODONTOLOGIE - GARANCIERE (AUOG),ASSOCIATION,"- formation continue des docteurs en chirurgie dentaire et de leurs auxiliaires,
- organisation des manifestations scientifiques (en particulier les entretiens de Garancière, le club des entretiens de Garancière, toute réunion scientifique concernant les promotions de praticiens de la discipline formés dans cette université),
- participation à des manifestations scientifiques,
- mise en œuvre de tout moyen utile à la promotion et à la diffusion de la formation continue en odontologie",22/03/1892,27/06/2013,17000 santé,SIEGE,5 r Garancière,,75006,PARIS
29.000.0423,0423,AUX MARINS,,"- assurer le développement et le rayonnement du mémorial national aux marins morts pour la France situé à la pointe Saint-Mathieu en la commune de Plougonvelin ;
- accompagner et si besoin soutenir moralement les familles des marins disparus ;
- transmettre la mémoire des marins disparus aux générations futures en prenant en compte l'aspect culturel du développement durable ;
- promouvoir toute action concernant la mémoire des marins disparus, quelles que soient les circonstances de leur disparition ;
- mener toute opération jugée nécessaire pour permettre d'assurer le développement du mémorial et de son environnement, son rayonnement et la pérennité de son objet.",19/03/2015,,,SIEGE,rue des Martyrs,,29217,PLOUGONVELIN
75.000.0424,0424,CORREZIENNE DE PARIS,ASSOCIATION,Assister les corréziens habitant Paris soit en leur allouant des secours soit en leur procurant les moyens de rapatriement.,15/05/1885,,14000 amicales groupts affinit,SIEGE,,,75023,
75.000.0425,0425,SOCIETE DES MEMBRES DE LA LEGION D'HONNEUR (SMLH),,Entraide et assistance entre les membres de l'association.,27/03/1922,27/03/2012,14000 amicales groupts affinit,SIEGE,Hôtel national des Invalides,,75700,PARIS CEDEX 07
75.000.0427,0427,ENTRAIDE DES AFFAIRES ETRANGERES,ASSOCIATION AMICALE D',"Venir en aide aux anciens fonctionnaires de l'administration des affaires étrangères, et à leurs familles.",23/01/1889,07/09/2012,14000 amicales groupts affinit,SIEGE,"37, quai d'Orsay",,75116,PARIS
33.000.0428,0428,ORIENTATION ET REEDUCATION DES ENFANTS ET DES ADOLESCENTS DE LA GIRONDE (OREAG),,"Rééducation des mineurs délinquants. Assurer la prévention l'observation, l'éducation,  la rééducation le traitement et la postcure des mineurs inadaptés, délinquants ou en danger mortel qui sont confiés par leurs parents à ses établissements.",26/08/1892,05/11/2013,19000 interventions sociales,SIEGE,"85, rue de Ségur",,33000,BORDEAUX
75.000.0429,0429,INGENIEURS DE L'ECOLE NATIONALE SUP. DES TELECOMMUNICATIONS,ASSOCIATION AMICALE DES,Établir des liens entre les ingénieurs issus de l'école et défendre le diplôme délivré par cette école.,06/01/1954,24/06/2004,15000 éducation formation,SIEGE,"46, rue Barrault",,75019,PARIS
75.000.0430,0430,COMITE NATIONAL CONTRE LES MALADIES RESPIRATOIRES,,"Lutter contre les maladies respiratoires par la prévention, le dépistage et le traitement.",14/09/1916,15/03/2007,17000 santé,SIEGE,"66, boulevard Saint-Michel",,75006,PARIS
30.000.0431,0431,ECOLE NATIONALE SUPERIEURE DES TECHNIQUES INDUSTRIELLES ET DES MINES D'ALES,ASSOCIATION AMICALE DES A.E.DE L',Établir des liens d'entraide entre les anciens élèves de l'école.,09/10/1956,11/04/2005,15000 éducation formation,SIEGE,,"572, chemin du Viget",30100,ALES
75.000.0432,0432,ARCHE EN FRANCE,FEDERATION  DE L',Coordonner l'action des associations membres et leur apporter un soutien matériel.,10/05/1875,10/02/1987,20000 caritatives humanit. dev,SIEGE,"12, rue Copreux",,75012,PARIS
29.000.0433,0433,ABRIS DU MARIN,ASSOCIATION LES,"Étudier, rechercher et mettre en pratique dans l'esprit le plus désintéressé les moyens d'améliorer l'état tant moral que matériel des marins pêcheurs, notamment en luttant contre l'alcoolisme et la démoralisation.",01/05/1920,30/05/2006,14000 amicales groupts affinit,SIEGE,"9, rue Jules GUESDE",,29115,GUILVINEC
75.000.0434,0434,ASSOCIATION DES ANCIENS INTERNES DES HOPITAUX DE PARIS (AAIHP),,"Resserrer et perpétuer les liens qui se sont formés entre les internes et anciens internes des hôpitaux de Paris afin qu'ils se prêtent mutuellement secours et assistance, que l'association apporte une aide aux veuves et aux enfants des membres décédés, aux membres en difficulté, aux internes en activité par l'allocation d'une bourse de recherche, à l'ensemble des membres par l'édition d'un bulletin périodique ""L'internat de Paris"" et d'un ""Annuaire officiel de l'internat"", par la protection au besoin judiciaire et déontologique du titre d'Ancien interne des hôpitaux de Paris contre les usurpations ou contre l'usage de titres donnant lieu ou pouvant donner lieu à confusion, par la cogestion du Fonds de prévoyance des internes et du Fonds de prévoyance des chefs de clinique, et de tous autres statuts de même niveau qui pourraient être mis en place dans l'avenir et d'une manière générale de mettre en œuvre toute activité  non lucrative et conforme aux lois et règlements ayant pour objet de servir les intérêts moraux, amicaux et de solidarité entre les membres de l'association.",15/04/1893,30/04/2015,17000 santé,SIEGE,"17, rue du Fer à Moulin",,75005,PARIS
75.000.0435,0435,HOPITAL ASSISTANCE,ASSOCIATION,"Offrir à tous les organismes hospitaliers, sanitaires ou dispensaires répartis dans le monde, qui en sont dépourvus, tous les types de matériel médical et para-médical dont le manque rejaillit sur la santé des habitants.",01/10/2003,23/02/2010,17000 santé,SIEGE,"2 à 16, rue Jacques Réattu",,75009,MARSEILLE
75.000.0436,0436,ANDRE MAGINOT DES ANCIENS COMBATTANTS,FEDERATION  NATIONALE,"Entraide au profit des membres des familles des disparus et souvenir des disparus. Perpétuer le souvenir des aînés disparus, organiser des services d'entraide au bénéfice de ses adhérents et de leur famille.",28/05/1933,29/04/2008,"38000 armée, anc combattants",SIEGE,24bis boulevard Saint-Germain,,75005,PARIS
64.000.0437,0437,"BIENFAISANCE ET ENTRAIDE PROTESTANTES DES PYRENEES-ATLANTIQUES, DES HAUTES PYRENEES ET DES LANDES",ASSOCIATION DE,Venir en aide aux protestants indigents des départements concernés.,15/01/1908,05/06/2001,20000 caritatives humanit. dev,SIEGE,"7, rue Raymond-Planté",,64000,PAU
69.000.0438,0438,SOCIETE D'ENSEIGNEMENT PROFESSIONNEL DU RHONE (SEPR),,Instruction professionnelle des adultes.,29/11/1878,22/10/1982,15000 éducation formation,SIEGE,46 rue Professeur Rochaix,,69003,LYON
75.000.0439,0439,"CHIMISTES, INGENIEURS ET CADRES DES INDUSTRIES AGRICOLES ET ALIMENTAIRES (ACIA)",ASSOCIATION DES,Réunir les personnes impliquées dans les industries alimentaires ou agricoles en vue de favoriser ces industries.,07/08/1896,02/12/1966,23000 intérêts économiques,SIEGE,"7, rue Lamennais",,75008,PARIS
75.000.0440,0440,INSTITUT FRANCAIS DE LA MER,,"Sensibiliser les Français au rôle de la mer dans tous les domaines, notamment scientifique, technique, culturel, économique et commercial.",15/06/1979,08/05/1981,24000 environnement,SIEGE,"47, rue de Monceau",,75018,PARIS
76.000.0441,0441,SOCIETE DES AMIS DES SCIENCES NATURELLES DU MUSEUM DE ROUEN,,Développer l'étude des sciences naturelles en Normandie.,04/02/1937,09/12/1937,08 Culture et sciences,SIEGE,"190, rue Beauvoisine",,76000,ROUEN
69.000.0442,0442,FASTOUT (AUGUSTE ET DENIS),ASSOCIATION,Aider les jeunes à poursuivre des études et à développer leur vocation dans tous les domaines.,08/10/1956,07/07/2011,15000 éducation formation,SIEGE,"103, avenue Maréchal de Saxe",,69003,LYON
01.000.0443,0443,COMITE DEPARTEMENTAL CONTRE LA TUBERCULOSE ET LES MALADIES RESPIRATOIRES,,Lutter contre la tuberculose.,14/03/1930,28/03/1977,17000 santé,SIEGE,"2, place Pierre Goujon",,01000,BOURG-EN-BRESSE
90.000.0445,0445,HOSPITALIERE DE ROUGEMONT LE CHATEAU.,ASSOCIATION,Le soulagement et l'hospitalisation des malades et vieillards de la région.,19/06/1925,08/12/2009,17000 santé,SIEGE,"15, rue de la Bavière",,90200,ROUGEMONT LE CHATEAU
42.000.0447,0447,FAMILIALE PROTESTANTE,ASSOCIATION,"Assurer au plan matériel @ moral l'étude, la défense des intérêts de toutes les familles protestantes; organiser, gérer le service social protestant. RUP peu compatible avec des critères d'adhésion aussi restrictifs.",29/07/1953,12/09/2006,21000 serv familiaux p âgées,SIEGE,"21, rue Elisée Reclus","3, rue Louis-Soulié",42000,SAINT-ETIENNE
47.000.0448,0448,PROTESTANTE REGIONALE D'ECOUTE ET DE SOUTIEN,ASSOCIATION,Recueillir les enfants protestants orphelins ou abandonnés.,04/08/1884,01/07/2009,19000 interventions sociales,SIEGE,rue Léo-Lagrange BP 99,,47400,TONNEINS
06.000.0449,0449,SOCIETE PROTECTRICE DES ANIMAUX DE GRASSE,,Développer les sentiments de douceur et d'humanité dans les rapports de l'homme avec les animaux.,16/12/1970,,24000 environnement,SIEGE,Parc Départemental de la Valmasque- CD 35,,06250,MOUGINS
69.000.0450,0450,INSTITUT CATHOLIQUE DE LYON (AFPICL),ASSOCIATION DES FONDATEURS ET PROTECTEURS DE L',"Direction générale de l'enseignement prodigué au sein des établissements composant l'I.C. de Lyon, la gestion du patrimoine immobilier et mobilier servant aux dits établissements, et accessoirement à l'hospitalisation.",17/04/1942 (LOI),24/07/2000,15000 éducation formation,SIEGE,"25, rue du Plat",,69288,LYON CEDEX 02
75.000.0451,0451,COMITE FRANCAIS DE SECOURS AUX ENFANTS (CFSE),,"Venir en aide et assassinat à tout enfant, adolescent ou jeune, se trouvant en situation de fragilité vers une réelle et complète autonomie dans la vie active.",18/12/1951,06/11/2015,030000 défense des droits,SIEGE,"53, rue Réaumur",,75002,PARIS
